Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
1,0.7595,0.6825,0.5394,0.5499,0.5502,0.5865,0.5395,0.5721,0.5386,0.4681,0.5378,0.3961,0.5335,0.5664,0.5335,0.5666
2,0.6794,0.6742,0.5648,0.5741,0.5925,0.6186,0.5622,0.6121,0.5739,0.4875,0.586,0.4051,0.5769,0.6036,0.5769,0.6038
3,0.6643,0.6579,0.5933,0.604,0.633,0.6572,0.5868,0.6312,0.6082,0.5583,0.6312,0.5006,0.61,0.6344,0.61,0.6345
4,0.6403,0.622,0.6308,0.6513,0.681,0.7082,0.6208,0.6331,0.6454,0.6736,0.6721,0.7196,0.6549,0.6802,0.6549,0.6803
5,0.6089,0.5803,0.6675,0.697,0.7269,0.764,0.6521,0.6904,0.6834,0.7023,0.718,0.7146,0.6967,0.7357,0.6968,0.7358
6,0.5713,0.5469,0.705,0.7252,0.7717,0.7971,0.6863,0.691,0.7191,0.7479,0.7553,0.8149,0.7403,0.7606,0.7404,0.7607
7,0.5441,0.5433,0.725,0.7228,0.7971,0.8122,0.7044,0.6681,0.7382,0.7617,0.7753,0.8858,0.7675,0.7771,0.7675,0.7772
8,0.5199,0.5067,0.7461,0.7551,0.818,0.8291,0.7231,0.7403,0.7585,0.7625,0.7975,0.786,0.7857,0.7923,0.7857,0.7924
9,0.5019,0.5002,0.7576,0.7544,0.8317,0.8349,0.7346,0.7112,0.769,0.7773,0.8067,0.857,0.7991,0.8024,0.7991,0.8026
10,0.4923,0.4885,0.7642,0.7699,0.8389,0.8429,0.7386,0.7658,0.7762,0.7717,0.8179,0.7776,0.8068,0.8055,0.8068,0.8057
11,0.4776,0.4694,0.7732,0.7736,0.8485,0.8537,0.748,0.734,0.7841,0.7913,0.8239,0.8583,0.8185,0.8213,0.8185,0.8214
12,0.4712,0.464,0.7775,0.7818,0.8532,0.8577,0.7505,0.7583,0.7889,0.7913,0.8314,0.8272,0.8244,0.8224,0.8244,0.8225
13,0.4628,0.465,0.7825,0.7817,0.8581,0.857,0.7544,0.7483,0.7938,0.7955,0.8375,0.849,0.8294,0.8213,0.8294,0.8215
14,0.457,0.4624,0.7848,0.7872,0.8616,0.8595,0.7576,0.7646,0.7957,0.7959,0.8378,0.8298,0.8317,0.8269,0.8317,0.827
15,0.4543,0.4523,0.7897,0.7897,0.8638,0.8679,0.7626,0.7405,0.8,0.8092,0.8413,0.892,0.8334,0.8369,0.8334,0.837
16,0.4447,0.4454,0.7936,0.7943,0.8689,0.8684,0.7647,0.7667,0.8043,0.8045,0.8482,0.8462,0.8404,0.8344,0.8404,0.8345
17,0.4421,0.4503,0.7932,0.7912,0.8706,0.8684,0.7644,0.789,0.8039,0.7921,0.8476,0.7952,0.8412,0.8354,0.8412,0.8355
18,0.4358,0.4427,0.7986,0.7946,0.875,0.8691,0.7697,0.7703,0.8088,0.8034,0.852,0.8395,0.8476,0.8335,0.8476,0.8335
19,0.4318,0.4524,0.8015,0.793,0.8769,0.8694,0.7731,0.7936,0.8113,0.7929,0.8534,0.7922,0.8492,0.8367,0.8492,0.8368
20,0.4263,0.4413,0.8037,0.7961,0.8801,0.8718,0.7744,0.7664,0.8136,0.8069,0.8571,0.8519,0.8533,0.8418,0.8534,0.8419
21,0.4276,0.4376,0.8042,0.7983,0.8795,0.874,0.7736,0.7846,0.8145,0.8031,0.8601,0.8223,0.8528,0.8401,0.8528,0.8402
22,0.4244,0.444,0.8057,0.7995,0.8817,0.8733,0.7758,0.7507,0.8157,0.8173,0.8599,0.8968,0.855,0.8385,0.8551,0.8386
23,0.4163,0.4375,0.8103,0.8054,0.8859,0.8725,0.7802,0.7764,0.8199,0.8151,0.864,0.8578,0.8621,0.8391,0.8621,0.8391
24,0.4135,0.436,0.811,0.7972,0.8874,0.8738,0.7804,0.759,0.8207,0.8112,0.8654,0.8711,0.8637,0.843,0.8637,0.843
25,0.4145,0.4315,0.8107,0.8002,0.8874,0.8774,0.78,0.7707,0.8206,0.8105,0.8656,0.8547,0.8633,0.8467,0.8633,0.8468
26,0.4077,0.4349,0.8155,0.7966,0.8908,0.8751,0.7858,0.7801,0.8247,0.8025,0.8676,0.8263,0.8681,0.8423,0.8682,0.8424
27,0.4053,0.4291,0.8166,0.7993,0.8923,0.8789,0.7863,0.7676,0.8258,0.8105,0.8695,0.8585,0.8684,0.8516,0.8684,0.8517
28,0.4005,0.4223,0.818,0.8099,0.8952,0.8839,0.788,0.794,0.827,0.8149,0.87,0.8369,0.8736,0.8519,0.8736,0.8519
29,0.3983,0.4249,0.8188,0.8048,0.8963,0.88,0.7886,0.7748,0.8277,0.8149,0.871,0.8594,0.8743,0.8488,0.8743,0.8489
30,0.3963,0.4225,0.8214,0.8052,0.8977,0.8807,0.7911,0.7664,0.8303,0.8185,0.8735,0.8781,0.8762,0.8481,0.8762,0.8482
31,0.3938,0.4199,0.8212,0.8127,0.8987,0.8832,0.7914,0.7822,0.8299,0.8224,0.8723,0.8669,0.8777,0.8501,0.8777,0.8502
32,0.3905,0.4297,0.8234,0.8062,0.9009,0.8806,0.7939,0.7814,0.8318,0.8144,0.8735,0.8503,0.8814,0.8485,0.8814,0.8486
33,0.3845,0.4235,0.8289,0.8102,0.904,0.8818,0.7989,0.7909,0.837,0.8163,0.879,0.8435,0.8839,0.8497,0.8839,0.8497
34,0.3836,0.4281,0.8273,0.8033,0.9046,0.8798,0.7972,0.7856,0.8356,0.8092,0.878,0.8343,0.8859,0.8477,0.8859,0.8478
35,0.3826,0.4205,0.8295,0.8092,0.9052,0.8853,0.8001,0.7966,0.8374,0.8132,0.8784,0.8305,0.8878,0.8563,0.8878,0.8564
36,0.3758,0.4292,0.8316,0.8059,0.9083,0.8841,0.8021,0.7962,0.8394,0.8091,0.8804,0.8223,0.8907,0.8531,0.8907,0.8531
37,0.3761,0.4192,0.8317,0.816,0.908,0.8848,0.803,0.7939,0.8393,0.8228,0.8791,0.8539,0.8908,0.8532,0.8908,0.8532
38,0.3729,0.4284,0.8341,0.8023,0.91,0.8826,0.8048,0.7449,0.8417,0.823,0.8822,0.9196,0.8922,0.8538,0.8922,0.8538
39,0.3746,0.4199,0.8317,0.8095,0.9091,0.8846,0.8018,0.7754,0.8397,0.8207,0.8814,0.8715,0.892,0.853,0.892,0.853
40,0.3654,0.4168,0.8381,0.8147,0.9137,0.8877,0.8092,0.774,0.8454,0.8276,0.8849,0.8891,0.8983,0.8566,0.8983,0.8566
41,0.3257,0.3982,0.8584,0.8237,0.9319,0.8974,0.83,0.7962,0.8643,0.8315,0.9016,0.87,0.9195,0.8678,0.9195,0.8679
42,0.3098,0.3961,0.8663,0.8313,0.9385,0.8998,0.8397,0.8007,0.8713,0.8394,0.9054,0.8821,0.9283,0.8706,0.9283,0.8706
43,0.3031,0.4084,0.8693,0.8224,0.9415,0.898,0.8422,0.801,0.8742,0.8286,0.9087,0.8581,0.9315,0.8689,0.9315,0.869
44,0.2963,0.398,0.8721,0.8303,0.9439,0.898,0.8455,0.801,0.8769,0.8382,0.9106,0.879,0.9345,0.866,0.9345,0.8661
45,0.293,0.4064,0.873,0.8319,0.9455,0.8989,0.8482,0.8036,0.8773,0.8394,0.9085,0.8786,0.9378,0.8688,0.9378,0.8688
46,0.2868,0.4053,0.876,0.828,0.9479,0.8996,0.8501,0.7998,0.8804,0.8357,0.913,0.875,0.9399,0.8676,0.9399,0.8677
47,0.2847,0.4083,0.8793,0.8238,0.9488,0.8967,0.8543,0.7983,0.8834,0.831,0.9145,0.8664,0.9412,0.8654,0.9412,0.8654
48,0.2783,0.421,0.8806,0.8248,0.951,0.896,0.8572,0.7847,0.8843,0.8363,0.9133,0.8951,0.9443,0.8652,0.9443,0.8652
49,0.2733,0.414,0.8833,0.8295,0.9527,0.8978,0.8594,0.8028,0.8871,0.8367,0.9166,0.8737,0.9465,0.8667,0.9465,0.8668
50,0.2728,0.42,0.8846,0.8281,0.9529,0.9014,0.8619,0.8089,0.8881,0.8333,0.9159,0.8592,0.9467,0.8723,0.9467,0.8723
51,0.2659,0.4195,0.8861,0.8239,0.9554,0.8972,0.8627,0.7997,0.8896,0.8307,0.9183,0.8642,0.9496,0.8657,0.9496,0.8657
52,0.2587,0.4256,0.8904,0.8271,0.9579,0.8996,0.8682,0.8239,0.8937,0.8279,0.9206,0.832,0.9519,0.8662,0.9519,0.8663
53,0.2544,0.4277,0.8925,0.8299,0.9595,0.9003,0.8717,0.8108,0.8955,0.835,0.9206,0.8607,0.9544,0.8703,0.9544,0.8704
54,0.2517,0.4251,0.8939,0.8305,0.9601,0.8997,0.8724,0.8151,0.8969,0.8346,0.9228,0.855,0.9553,0.8676,0.9553,0.8677
55,0.2494,0.4339,0.8948,0.8306,0.961,0.899,0.8745,0.8191,0.8975,0.8336,0.9218,0.8486,0.9565,0.8656,0.9565,0.8656
56,0.2444,0.4379,0.8973,0.8284,0.9624,0.8963,0.8783,0.805,0.8999,0.8348,0.9225,0.8669,0.9579,0.8609,0.9579,0.861
57,0.2442,0.4348,0.898,0.8331,0.9626,0.9028,0.8795,0.806,0.9004,0.8402,0.9223,0.8775,0.9579,0.8731,0.9579,0.8732
58,0.2348,0.4297,0.9016,0.8294,0.9654,0.8982,0.883,0.8069,0.9039,0.8354,0.9258,0.866,0.9618,0.864,0.9618,0.8641
59,0.2374,0.4359,0.8992,0.8347,0.9647,0.8995,0.8799,0.8066,0.9017,0.8419,0.9247,0.8805,0.9613,0.8661,0.9613,0.8661
60,0.233,0.4298,0.9022,0.834,0.9662,0.9029,0.8837,0.8138,0.9045,0.8392,0.9263,0.8662,0.9625,0.873,0.9625,0.8731
61,0.224,0.4498,0.9071,0.8249,0.9685,0.8975,0.89,0.8042,0.909,0.8307,0.9289,0.8589,0.965,0.8665,0.965,0.8666
62,0.2236,0.4427,0.9067,0.8314,0.969,0.9001,0.8894,0.8089,0.9087,0.8373,0.9289,0.8678,0.966,0.8659,0.966,0.866
63,0.2214,0.4579,0.9076,0.8317,0.9693,0.9019,0.8903,0.8238,0.9096,0.8338,0.9297,0.8439,0.9664,0.8693,0.9664,0.8693
64,0.2173,0.4509,0.9096,0.8356,0.9704,0.9028,0.8932,0.8184,0.9114,0.8399,0.9303,0.8625,0.9674,0.8707,0.9674,0.8708
65,0.2122,0.4483,0.9118,0.8318,0.9719,0.9014,0.896,0.8015,0.9136,0.8399,0.9319,0.8821,0.9695,0.8671,0.9695,0.8672
66,0.2176,0.4616,0.9105,0.8315,0.9708,0.9031,0.8948,0.8268,0.9122,0.8327,0.9303,0.8387,0.9685,0.8738,0.9685,0.8739
67,0.2095,0.4594,0.9133,0.8343,0.9725,0.9038,0.8976,0.8158,0.915,0.8391,0.933,0.8638,0.97,0.8735,0.97,0.8735
68,0.2027,0.4573,0.9171,0.8356,0.9745,0.9022,0.9014,0.8202,0.9187,0.8394,0.9366,0.8596,0.9724,0.8729,0.9724,0.8729
69,0.2111,0.4561,0.9132,0.833,0.9726,0.9025,0.8976,0.8278,0.9149,0.8344,0.9329,0.8411,0.97,0.872,0.97,0.8721
70,0.2007,0.4641,0.9174,0.8334,0.9751,0.9026,0.903,0.8224,0.9189,0.8362,0.9354,0.8503,0.973,0.8705,0.973,0.8705
71,0.1936,0.4722,0.9206,0.84,0.9767,0.9036,0.9067,0.8217,0.9219,0.8444,0.9377,0.8684,0.9748,0.8736,0.9748,0.8736
72,0.1913,0.4718,0.9211,0.8345,0.9772,0.9065,0.907,0.8259,0.9225,0.8366,0.9385,0.8477,0.9754,0.8768,0.9754,0.8769
73,0.1954,0.4726,0.9202,0.8369,0.9765,0.9035,0.9069,0.8107,0.9215,0.8435,0.9366,0.879,0.9748,0.8703,0.9748,0.8703
74,0.1981,0.473,0.9179,0.8357,0.9756,0.9054,0.904,0.8174,0.9193,0.8403,0.9352,0.8644,0.974,0.8748,0.974,0.8748
75,0.188,0.4767,0.9243,0.839,0.9781,0.9028,0.9112,0.8097,0.9255,0.8463,0.9402,0.8863,0.9767,0.8715,0.9767,0.8716
76,0.1874,0.4669,0.9227,0.8352,0.9782,0.9027,0.91,0.8166,0.9238,0.84,0.9381,0.8647,0.9767,0.8725,0.9767,0.8726
77,0.1841,0.4958,0.9244,0.8369,0.9789,0.9036,0.9124,0.8265,0.9254,0.8394,0.9388,0.8528,0.9775,0.8723,0.9775,0.8723
78,0.1798,0.4845,0.9259,0.8373,0.9799,0.9022,0.9131,0.8193,0.927,0.8418,0.9414,0.8655,0.9785,0.8677,0.9785,0.8678
79,0.1779,0.4856,0.9275,0.8395,0.9804,0.904,0.9158,0.8311,0.9285,0.8416,0.9416,0.8523,0.9793,0.87,0.9793,0.8701
80,0.1776,0.4974,0.928,0.8422,0.9804,0.9089,0.9163,0.8408,0.929,0.8425,0.9421,0.8442,0.9789,0.8779,0.9789,0.8779
81,0.1431,0.5025,0.9429,0.8449,0.9874,0.9098,0.9327,0.8309,0.9436,0.8482,0.9546,0.8662,0.9866,0.8781,0.9866,0.8781
82,0.1293,0.5133,0.95,0.8438,0.9897,0.9076,0.9396,0.8287,0.9505,0.8474,0.9618,0.8669,0.9892,0.8724,0.9892,0.8725
83,0.1235,0.5293,0.9513,0.8447,0.9906,0.9094,0.942,0.8382,0.9518,0.8462,0.9618,0.8543,0.9903,0.8772,0.9903,0.8773
84,0.1248,0.5298,0.9511,0.8425,0.9905,0.9084,0.9431,0.8359,0.9515,0.844,0.9602,0.8523,0.9902,0.8767,0.9902,0.8767
85,0.1233,0.5521,0.952,0.8485,0.9906,0.9088,0.9434,0.8345,0.9525,0.8516,0.9617,0.8693,0.9902,0.875,0.9902,0.8751
86,0.1217,0.559,0.9522,0.8445,0.9908,0.9099,0.9448,0.837,0.9525,0.8462,0.9604,0.8556,0.9905,0.8772,0.9905,0.8773
87,0.1166,0.5483,0.954,0.8464,0.9916,0.9102,0.9472,0.8361,0.9543,0.8487,0.9615,0.8616,0.9913,0.8784,0.9913,0.8784
88,0.1195,0.561,0.9524,0.8413,0.9911,0.909,0.9439,0.8351,0.9529,0.8428,0.962,0.8506,0.9907,0.8752,0.9907,0.8753
89,0.1152,0.5572,0.9553,0.8455,0.9918,0.9104,0.9482,0.838,0.9556,0.8472,0.9631,0.8565,0.9915,0.8774,0.9915,0.8774
90,0.1104,0.5743,0.9565,0.8448,0.9924,0.9094,0.9492,0.8354,0.9569,0.847,0.9647,0.8589,0.9921,0.8759,0.9921,0.8759
91,0.1124,0.5727,0.955,0.8464,0.9921,0.9104,0.9482,0.8354,0.9554,0.8488,0.9627,0.8627,0.9918,0.8765,0.9918,0.8765
92,0.1109,0.5749,0.9571,0.8445,0.9923,0.9086,0.9495,0.8344,0.9574,0.8468,0.9655,0.8596,0.992,0.8751,0.992,0.8751
93,0.1209,0.5827,0.9522,0.8447,0.9909,0.9096,0.9452,0.8425,0.9526,0.8452,0.96,0.8479,0.9905,0.8774,0.9905,0.8773
94,0.1078,0.5679,0.9579,0.846,0.9928,0.9104,0.9512,0.8331,0.9582,0.849,0.9653,0.8655,0.9927,0.8767,0.9927,0.8767
95,0.1054,0.6099,0.9586,0.8444,0.9931,0.9092,0.952,0.8402,0.9589,0.8453,0.9658,0.8506,0.9928,0.8748,0.9928,0.8747
96,0.1089,0.5768,0.9575,0.8476,0.9926,0.91,0.9512,0.8361,0.9577,0.8501,0.9644,0.8647,0.9924,0.8758,0.9924,0.8758
97,0.1032,0.6348,0.96,0.8455,0.9933,0.9113,0.9543,0.846,0.9602,0.8454,0.9663,0.8448,0.9931,0.8782,0.9931,0.878
98,0.1017,0.6051,0.9595,0.847,0.9936,0.9087,0.9531,0.8419,0.9598,0.8482,0.9666,0.8545,0.9934,0.8737,0.9934,0.8736
99,0.1023,0.6183,0.9603,0.8466,0.9934,0.9095,0.9548,0.8356,0.9605,0.8491,0.9663,0.8629,0.9931,0.8759,0.9931,0.8758
100,0.1007,0.6411,0.9605,0.8443,0.9937,0.91,0.955,0.8445,0.9607,0.8442,0.9665,0.8439,0.9935,0.8766,0.9935,0.8764
101,0.0982,0.6297,0.9618,0.8459,0.994,0.9092,0.9566,0.8344,0.962,0.8485,0.9673,0.8631,0.9938,0.8745,0.9938,0.8744
102,0.1017,0.6428,0.9601,0.8477,0.9935,0.9094,0.9545,0.8401,0.9603,0.8494,0.9662,0.8589,0.9933,0.875,0.9933,0.8749
103,0.1,0.6356,0.961,0.8476,0.9938,0.9098,0.9558,0.8394,0.9612,0.8494,0.9666,0.8596,0.9936,0.8765,0.9936,0.8763
104,0.1002,0.6311,0.9617,0.8466,0.9937,0.9094,0.9562,0.8413,0.9619,0.8478,0.9678,0.8543,0.9935,0.8753,0.9935,0.8752
105,0.099,0.6425,0.9614,0.8458,0.9938,0.91,0.9559,0.8381,0.9616,0.8476,0.9674,0.8572,0.9936,0.8757,0.9936,0.8756
106,0.0945,0.6206,0.9631,0.8491,0.9944,0.9099,0.9578,0.8349,0.9634,0.8523,0.9689,0.8704,0.9942,0.8746,0.9942,0.8745
107,0.0955,0.6597,0.9619,0.8444,0.9943,0.9099,0.957,0.8403,0.9621,0.8453,0.9672,0.8503,0.9942,0.8748,0.9942,0.8744
108,0.1038,0.6407,0.9604,0.8442,0.9934,0.91,0.9554,0.8421,0.9607,0.8446,0.966,0.8473,0.9932,0.8769,0.9932,0.8767
109,0.0953,0.663,0.9633,0.8457,0.9943,0.908,0.9591,0.8446,0.9635,0.846,0.968,0.8473,0.9941,0.8714,0.9941,0.8712
110,0.092,0.6721,0.9637,0.8458,0.9947,0.9087,0.9594,0.8406,0.9639,0.847,0.9685,0.8534,0.9946,0.8751,0.9946,0.8749
111,0.0938,0.6567,0.9646,0.8489,0.9944,0.9094,0.9605,0.8391,0.9647,0.8511,0.9689,0.8633,0.9942,0.8752,0.9942,0.8749
112,0.0902,0.6772,0.9649,0.8488,0.995,0.9077,0.9602,0.8359,0.9651,0.8516,0.9701,0.868,0.9949,0.8727,0.9949,0.8724
113,0.0942,0.6447,0.9625,0.8466,0.9945,0.9105,0.9577,0.8399,0.9627,0.8481,0.9678,0.8565,0.9944,0.877,0.9944,0.8768
114,0.0922,0.6698,0.9641,0.8479,0.9947,0.9083,0.9592,0.8309,0.9643,0.8517,0.9695,0.8737,0.9945,0.8745,0.9945,0.8742
115,0.0906,0.6639,0.965,0.8505,0.9949,0.9105,0.9605,0.8386,0.9651,0.8532,0.9697,0.8682,0.9949,0.8778,0.9949,0.8775
116,0.0918,0.6983,0.9649,0.8479,0.9947,0.9098,0.96,0.8443,0.965,0.8487,0.9702,0.8532,0.9946,0.8776,0.9946,0.8772
117,0.0899,0.6614,0.9656,0.8475,0.9949,0.9102,0.9618,0.8382,0.9658,0.8495,0.9698,0.8611,0.9947,0.8751,0.9947,0.8749
118,0.09,0.678,0.9645,0.8466,0.9949,0.9101,0.9604,0.8424,0.9646,0.8475,0.9689,0.8528,0.9948,0.8764,0.9948,0.8762
119,0.0896,0.6461,0.9647,0.8497,0.995,0.9101,0.9606,0.8358,0.9648,0.8527,0.9691,0.8704,0.9949,0.8761,0.9949,0.8758
120,0.0862,0.6786,0.9659,0.8439,0.9954,0.9085,0.9621,0.8389,0.9661,0.8451,0.9701,0.8514,0.9953,0.8742,0.9953,0.8738
121,0.0744,0.6929,0.9717,0.8521,0.9965,0.9122,0.9688,0.8427,0.9718,0.8541,0.9748,0.8658,0.9964,0.8787,0.9964,0.8781
122,0.0657,0.7108,0.9756,0.8508,0.9973,0.9115,0.9727,0.8447,0.9756,0.8521,0.9786,0.8596,0.9972,0.8776,0.9972,0.877
123,0.0644,0.7264,0.9756,0.8516,0.9974,0.9124,0.9726,0.8427,0.9757,0.8536,0.9787,0.8647,0.9973,0.8804,0.9973,0.8799
124,0.0612,0.7239,0.9766,0.8501,0.9977,0.9123,0.9731,0.8423,0.9767,0.8518,0.9804,0.8616,0.9977,0.8781,0.9977,0.8774
125,0.061,0.7329,0.9769,0.85,0.9977,0.9129,0.9738,0.8466,0.977,0.8508,0.9802,0.855,0.9977,0.8801,0.9977,0.8795
126,0.0589,0.7324,0.9778,0.8515,0.9979,0.9131,0.9749,0.8472,0.9778,0.8525,0.9808,0.8578,0.9979,0.8793,0.9979,0.8786
127,0.0603,0.7504,0.9772,0.8501,0.9977,0.9125,0.974,0.8474,0.9773,0.8507,0.9806,0.8541,0.9977,0.8782,0.9977,0.8775
128,0.0582,0.7467,0.9785,0.8501,0.9979,0.9114,0.9755,0.8402,0.9785,0.8523,0.9816,0.8647,0.9978,0.8786,0.9978,0.8779
129,0.0602,0.7569,0.977,0.8488,0.9978,0.9126,0.9736,0.8432,0.9771,0.85,0.9805,0.857,0.9977,0.8803,0.9977,0.8794
130,0.0582,0.7691,0.9784,0.8509,0.9979,0.9127,0.9759,0.8424,0.9784,0.8527,0.9809,0.8633,0.9979,0.88,0.9979,0.8789
131,0.0571,0.759,0.9786,0.8488,0.9979,0.9133,0.9764,0.8445,0.9787,0.8497,0.981,0.855,0.9979,0.8814,0.9979,0.8805
132,0.0561,0.7715,0.9792,0.8472,0.998,0.9125,0.9762,0.8421,0.9792,0.8484,0.9823,0.8547,0.9979,0.8799,0.9979,0.8792
133,0.0564,0.7905,0.9789,0.85,0.998,0.9126,0.976,0.8408,0.9789,0.852,0.9819,0.8636,0.998,0.8799,0.998,0.8786
134,0.059,0.7735,0.9782,0.8479,0.9977,0.9131,0.9752,0.8453,0.9783,0.8485,0.9813,0.8517,0.9976,0.8806,0.9976,0.8797
135,0.0578,0.7606,0.978,0.8502,0.9979,0.9132,0.9755,0.8468,0.9781,0.851,0.9807,0.8552,0.9979,0.8802,0.9979,0.8793
136,0.0569,0.7923,0.9788,0.8481,0.9979,0.9138,0.9766,0.8446,0.9788,0.8489,0.981,0.8532,0.9979,0.8818,0.9979,0.8807
137,0.0575,0.7925,0.9789,0.8525,0.9979,0.9141,0.9761,0.8449,0.9789,0.8542,0.9818,0.8636,0.9978,0.884,0.9978,0.8828
138,0.0559,0.7891,0.9798,0.8518,0.998,0.9141,0.9774,0.8491,0.9798,0.8523,0.9823,0.8556,0.9979,0.8816,0.9979,0.8802
139,0.0549,0.7818,0.9793,0.8529,0.9981,0.9137,0.9779,0.8414,0.9794,0.8553,0.9808,0.8697,0.9981,0.882,0.9981,0.8807
140,0.0549,0.7927,0.979,0.8519,0.9981,0.9138,0.9767,0.8395,0.979,0.8545,0.9814,0.8702,0.9981,0.8823,0.9981,0.881
141,0.0535,0.7903,0.9797,0.8527,0.9982,0.9131,0.9774,0.8426,0.9798,0.8549,0.9822,0.8675,0.9982,0.8797,0.9982,0.8783
142,0.0535,0.7872,0.98,0.8513,0.9982,0.9126,0.9784,0.8416,0.98,0.8534,0.9816,0.8655,0.9982,0.8804,0.9982,0.8792
143,0.0512,0.8247,0.9805,0.8494,0.9984,0.914,0.9782,0.843,0.9805,0.8509,0.9829,0.8589,0.9984,0.8832,0.9984,0.8818
144,0.0539,0.8187,0.9797,0.8514,0.9982,0.9136,0.9772,0.8446,0.9798,0.8529,0.9824,0.8614,0.9981,0.8823,0.9981,0.8811
145,0.0521,0.8329,0.9808,0.8502,0.9983,0.9135,0.9778,0.8486,0.9809,0.8506,0.9839,0.8525,0.9983,0.8816,0.9983,0.88
146,0.0535,0.8457,0.9798,0.8491,0.9982,0.9132,0.9775,0.8471,0.9798,0.8496,0.9821,0.8521,0.9981,0.8812,0.9981,0.8794
147,0.0531,0.8121,0.9804,0.8524,0.9982,0.9133,0.9784,0.8457,0.9804,0.8539,0.9825,0.8622,0.9982,0.8812,0.9982,0.8797
148,0.0549,0.8186,0.9788,0.8525,0.9981,0.9129,0.9766,0.8467,0.9789,0.8538,0.9812,0.8609,0.9981,0.8805,0.9981,0.8791
149,0.0525,0.8108,0.9802,0.8521,0.9982,0.9127,0.9783,0.8445,0.9803,0.8537,0.9823,0.8631,0.9982,0.8794,0.9982,0.8779
150,0.0507,0.8387,0.9803,0.8504,0.9984,0.9134,0.9783,0.8461,0.9804,0.8514,0.9825,0.8567,0.9984,0.8807,0.9984,0.8791
Epoch,Test Loss,Test Accuracy,Test AUC ROC,Test PR,Test F1,Test Recall,Test Int AP,Test AP
150,0.7766,0.8511,0.9138,0.8422,0.853,0.8641,0.8834,0.8823
